,coma,puntos,parentesis,word_count,letras,charbyword,concre_media,cant_abstractas
3679,0,0,0,5,25,5.0,2.3280000000000003,2
7038,0,1,0,6,24,4.0,1.9833333333333332,2
6485,0,1,0,6,21,3.5,2.655,1
1930,0,1,0,18,103,5.722222222222222,2.2594444444444446,5
3158,0,0,0,7,24,3.4285714285714284,2.398571428571429,3
25,0,1,0,8,47,5.875,1.7425000000000002,2
795,0,1,0,7,18,2.5714285714285716,1.8914285714285712,2
3756,0,1,0,8,37,4.625,1.615,2
5375,0,1,0,14,75,5.357142857142857,2.36,5
6527,0,1,0,6,27,4.5,1.0083333333333333,2
620,0,1,0,11,46,4.181818181818182,1.0618181818181818,3
3774,0,1,0,7,22,3.142857142857143,1.7700000000000002,3
6615,0,1,0,6,19,3.1666666666666665,1.3366666666666667,3
747,0,1,0,8,33,4.125,2.5475,2
6262,0,1,0,9,35,3.888888888888889,1.6222222222222225,4
4903,0,1,0,10,52,5.2,1.5989999999999998,4
5998,0,1,0,18,81,4.5,2.0983333333333336,5
2028,0,1,0,3,9,3.0,1.9633333333333336,1
24,0,1,0,23,73,3.1739130434782608,2.0221739130434777,13
6198,0,1,0,5,33,6.6,1.314,2
5751,0,1,0,4,17,4.25,0.49,1
315,0,1,0,9,40,4.444444444444445,1.3744444444444444,2
4883,0,0,0,4,7,1.75,3.0275,2
6831,1,1,0,19,87,4.578947368421052,1.5626315789473686,10
2996,0,1,0,6,25,4.166666666666667,1.195,4
5853,0,1,0,7,26,3.7142857142857144,1.2442857142857142,1
28,0,1,0,11,64,5.818181818181818,1.3809090909090909,2
2521,0,1,0,8,35,4.375,1.4787499999999998,3
3954,0,1,0,5,16,3.2,1.5699999999999998,2
6059,1,1,0,10,40,4.0,1.3169999999999997,4
5395,0,0,0,9,32,3.5555555555555554,1.7644444444444445,5
3806,0,1,0,11,64,5.818181818181818,1.4627272727272727,6
534,0,1,0,4,15,3.75,2.1625,1
5369,0,1,0,3,17,5.666666666666667,0.5633333333333334,1
5433,1,1,0,11,39,3.5454545454545454,2.4163636363636365,2
4422,0,1,0,7,38,5.428571428571429,2.447142857142857,1
4842,0,1,0,10,43,4.3,2.234,3
1295,0,1,0,7,26,3.7142857142857144,1.8542857142857143,2
3436,0,1,0,6,33,5.5,1.7999999999999998,2
1224,0,0,0,7,43,6.142857142857143,1.4357142857142857,2
