,coma,puntos,parentesis,word_count,letras,charbyword,concre_media,cant_abstractas
6278,0,1,0,5,17,3.4,2.3660000000000005,2
5371,0,1,0,17,75,4.411764705882353,2.838823529411765,4
6738,1,0,0,7,28,4.0,1.8357142857142859,3
5775,0,1,0,7,33,4.714285714285714,2.46,2
4945,1,1,0,13,57,4.384615384615385,2.285384615384616,4
5578,0,1,0,3,14,4.666666666666667,1.9400000000000002,1
2776,0,1,0,5,25,5.0,1.0219999999999998,3
6769,0,1,0,7,44,6.285714285714286,1.1842857142857142,1
5881,0,1,0,11,49,4.454545454545454,1.8618181818181816,5
2438,0,1,0,6,28,4.666666666666667,1.8099999999999998,2
5358,0,2,0,6,17,2.8333333333333335,0.9816666666666668,1
2163,2,1,0,14,71,5.071428571428571,1.5614285714285712,6
5471,0,0,0,8,25,3.125,2.11625,2
1763,0,1,0,8,41,5.125,1.3975,3
6601,0,1,0,12,59,4.916666666666667,1.633333333333333,6
3289,0,1,0,4,13,3.25,2.105,2
7140,0,0,0,10,37,3.7,1.5100000000000002,5
4745,0,1,0,12,54,4.5,1.4858333333333331,6
977,0,1,0,5,21,4.2,2.1700000000000004,2
179,0,1,0,7,26,3.7142857142857144,1.6185714285714285,1
5872,0,0,0,4,17,4.25,1.5975,2
1879,0,1,0,7,31,4.428571428571429,2.212857142857143,3
5629,0,1,0,8,37,4.625,1.46125,4
3983,0,1,0,6,28,4.666666666666667,0.9566666666666667,2
115,0,1,0,6,21,3.5,0.5433333333333333,2
5101,0,1,0,15,54,3.6,0.9586666666666667,6
5586,0,1,0,26,104,4.0,2.163846153846154,14
3542,0,1,0,7,31,4.428571428571429,2.564285714285714,2
802,0,1,0,4,19,4.75,2.39,1
4820,0,1,0,7,27,3.857142857142857,2.415714285714286,2
4556,0,0,0,4,12,3.0,2.4325,1
1564,0,1,0,8,44,5.5,1.4825,2
472,0,1,0,10,37,3.7,2.365,5
6006,1,0,0,12,42,3.5,1.62,5
1616,1,1,0,16,69,4.3125,1.9418749999999998,6
1457,0,1,0,4,13,3.25,1.9925000000000002,2
2567,0,1,0,8,39,4.875,2.3762499999999998,2
1695,0,1,0,7,30,4.285714285714286,1.532857142857143,2
3368,0,1,0,6,23,3.8333333333333335,1.5783333333333334,3
4265,0,1,0,3,12,4.0,1.9666666666666668,1
3023,0,1,0,7,29,4.142857142857143,1.6214285714285714,4
5219,1,1,0,6,21,3.5,1.7033333333333334,3
3961,0,0,0,6,24,4.0,1.7016666666666669,2
2740,0,1,0,5,21,4.2,1.6760000000000002,1
2188,0,1,0,11,38,3.4545454545454546,1.4154545454545455,4
6528,0,1,0,7,31,4.428571428571429,1.8800000000000001,2
2561,0,1,0,19,95,5.0,2.1226315789473684,8
130,0,1,0,4,16,4.0,1.4875,1
6226,0,1,0,5,34,6.8,1.6920000000000002,1
3089,0,1,0,7,27,3.857142857142857,2.922857142857143,2
3493,0,1,0,3,8,2.6666666666666665,1.9633333333333336,1
862,0,1,0,5,26,5.2,1.082,1
696,0,1,0,5,22,4.4,1.252,1
782,0,0,0,10,42,4.2,1.552,6
1276,0,1,0,4,8,2.0,1.8375000000000001,2
1979,0,1,0,7,29,4.142857142857143,1.4528571428571426,2
2705,0,1,0,5,16,3.2,1.6059999999999999,0
3811,0,1,0,6,20,3.3333333333333335,2.45,2
5032,0,1,0,6,23,3.8333333333333335,2.6300000000000003,1
6171,0,1,0,7,29,4.142857142857143,1.4042857142857141,2
442,0,1,0,5,23,4.6,1.8960000000000001,1
4549,0,1,0,24,87,3.625,2.3720833333333333,10
4796,0,0,0,3,14,4.666666666666667,1.5566666666666666,1
5509,0,0,0,10,40,4.0,1.761,6
3952,0,1,0,9,46,5.111111111111111,1.808888888888889,4
117,0,1,0,11,46,4.181818181818182,1.8890909090909092,7
6864,0,1,0,6,27,4.5,3.0933333333333333,1
1159,0,1,0,13,51,3.923076923076923,1.859230769230769,5
3546,0,1,0,5,16,3.2,2.186,2
4884,0,0,0,4,12,3.0,2.625,0
2828,0,1,0,5,21,4.2,1.508,2
2791,0,1,0,5,13,2.6,1.1780000000000002,1
6700,0,1,0,3,12,4.0,0.6533333333333333,1
1296,2,1,0,20,74,3.7,1.2025000000000001,11
831,0,1,0,4,16,4.0,2.5725,1
145,0,1,0,5,20,4.0,2.98,1
5753,0,1,0,14,63,4.5,1.669285714285714,5
260,0,1,0,3,14,4.666666666666667,0.53,1
4123,0,0,0,5,22,4.4,2.726,1
4369,0,1,0,9,40,4.444444444444445,0.9788888888888889,2
2806,0,1,0,4,16,4.0,1.455,1
2454,0,1,0,14,50,3.5714285714285716,2.0914285714285716,7
181,0,1,0,5,15,3.0,1.7020000000000004,3
2382,0,1,0,3,6,2.0,1.9633333333333336,1
4525,0,1,0,7,33,4.714285714285714,1.552857142857143,2
5382,1,1,0,12,45,3.75,1.7074999999999998,4
6770,0,1,0,5,31,6.2,1.6440000000000001,0
6605,0,1,0,16,62,3.875,2.4699999999999998,6
204,0,0,0,7,36,5.142857142857143,2.0585714285714287,3
1291,0,1,0,24,111,4.625,1.9766666666666666,16
6011,0,1,0,8,33,4.125,1.92875,3
6189,0,1,0,4,22,5.5,0.49,1
1321,0,1,0,5,20,4.0,1.55,2
281,0,1,0,13,39,3.0,1.7184615384615385,5
4148,0,0,0,8,27,3.375,2.2775,3
873,0,1,0,10,38,3.8,2.349,4
4746,0,0,0,11,38,3.4545454545454546,1.4245454545454548,5
1923,0,1,0,14,63,4.5,1.1964285714285714,4
5405,0,1,0,4,14,3.5,2.5774999999999997,1
70,0,1,0,6,23,3.8333333333333335,2.2666666666666666,1
6428,0,1,0,6,24,4.0,1.7033333333333331,2
3848,0,0,0,9,47,5.222222222222222,1.502222222222222,5
3230,0,0,0,8,33,4.125,2.685,1
3042,0,0,0,6,33,5.5,1.0183333333333333,0
6781,0,1,0,6,24,4.0,2.1149999999999998,1
2125,0,1,0,7,41,5.857142857142857,1.4514285714285715,2
1393,0,1,0,8,30,3.75,2.2225,3
1176,0,1,0,5,20,4.0,1.544,1
3443,0,1,0,13,55,4.230769230769231,1.560769230769231,6
6074,0,1,0,5,25,5.0,2.702,1
5400,0,1,0,8,30,3.75,2.9099999999999997,3
1579,0,1,0,5,20,4.0,2.434,1
4866,1,1,0,28,126,4.5,1.767857142857143,17
7048,0,0,0,4,14,3.5,1.11,0
4015,0,1,0,5,19,3.8,2.6079999999999997,1
6050,0,1,0,12,52,4.333333333333333,1.9016666666666666,2
1206,0,0,0,4,16,4.0,1.1975,0
6746,0,1,0,14,77,5.5,1.3464285714285713,5
4943,1,1,0,20,88,4.4,1.7734999999999999,7
4863,0,1,0,4,18,4.5,0.3975,1
3794,0,0,0,6,22,3.6666666666666665,1.1733333333333333,2
1860,0,1,0,8,22,2.75,1.84,5
6221,0,1,0,5,19,3.8,1.0,0
64,0,1,0,9,33,3.6666666666666665,1.7966666666666669,4
3854,0,0,0,8,31,3.875,2.55375,4
1452,0,0,0,8,28,3.5,1.90125,3
6690,0,1,0,5,21,4.2,2.246,1
3373,0,0,0,4,21,5.25,2.615,1
6644,0,0,0,5,24,4.8,1.4460000000000002,1
5073,0,0,0,4,21,5.25,2.0774999999999997,1
2410,0,1,0,7,45,6.428571428571429,1.717142857142857,1
5150,1,1,0,18,88,4.888888888888889,2.0638888888888887,9
1479,0,0,0,7,21,3.0,2.6514285714285712,4
5545,0,0,0,7,25,3.5714285714285716,2.792857142857143,3
2782,0,1,0,11,59,5.363636363636363,2.0336363636363632,3
891,0,1,0,13,49,3.769230769230769,1.7569230769230768,8
1381,0,1,0,10,46,4.6,1.8379999999999999,6
2212,0,1,0,5,18,3.6,1.968,2
3053,0,0,0,8,44,5.5,2.7924999999999995,3
3073,0,1,0,9,38,4.222222222222222,2.001111111111111,3
26,0,1,0,4,20,5.0,1.5274999999999999,1
3238,1,1,0,17,67,3.9411764705882355,2.111764705882353,8
3269,0,0,0,3,14,4.666666666666667,1.3800000000000001,2
6474,0,1,0,11,52,4.7272727272727275,1.9454545454545455,3
1024,0,1,0,10,45,4.5,1.922,2
895,0,1,0,4,10,2.5,1.8925,2
506,0,1,0,8,32,4.0,1.69875,4
2219,0,1,0,8,31,3.875,2.9125,3
3066,0,1,0,7,29,4.142857142857143,1.3585714285714285,3
5582,0,1,0,4,21,5.25,1.6375,0
1302,1,1,0,18,62,3.4444444444444446,2.026111111111111,8
1026,0,1,0,13,44,3.3846153846153846,2.25,5
5595,0,1,0,10,62,6.2,1.533,1
6674,0,1,0,9,49,5.444444444444445,1.3533333333333333,2
3816,0,0,0,7,26,3.7142857142857144,2.34,1
6177,0,1,0,6,30,5.0,0.8266666666666667,3
6571,0,1,0,7,36,5.142857142857143,1.2014285714285715,2
1073,0,1,0,9,47,5.222222222222222,1.2955555555555556,3
2220,0,1,0,6,21,3.5,1.7933333333333332,3
613,0,1,0,7,23,3.2857142857142856,1.2757142857142856,3
2002,1,1,0,10,48,4.8,1.393,3
6712,0,0,0,9,48,5.333333333333333,2.368888888888889,1
6597,0,1,0,5,22,4.4,1.4,1
2907,0,1,0,7,24,3.4285714285714284,1.6871428571428573,2
4038,0,1,0,19,65,3.4210526315789473,2.1500000000000004,8
600,0,1,0,15,52,3.466666666666667,2.3386666666666667,7
4509,0,1,0,7,24,3.4285714285714284,1.9157142857142857,2
1910,0,1,0,14,70,5.0,1.8921428571428571,8
4778,0,0,0,7,25,3.5714285714285716,2.21,4
4240,0,1,0,11,43,3.909090909090909,2.071818181818182,5
5827,0,1,0,8,35,4.375,2.32,2
3640,0,1,0,8,32,4.0,2.1100000000000003,2
6819,0,1,0,4,12,3.0,1.8375000000000001,2
2254,0,1,0,6,33,5.5,1.445,1
7027,0,1,0,6,27,4.5,2.6916666666666664,1
3612,1,1,0,15,87,5.8,1.648,8
5596,0,1,0,7,23,3.2857142857142856,2.0414285714285714,1
303,1,1,0,19,70,3.6842105263157894,2.181578947368421,7
6495,0,1,0,15,67,4.466666666666667,1.9246666666666665,9
2498,0,1,0,18,78,4.333333333333333,2.2205555555555554,7
3663,0,1,0,6,36,6.0,1.4183333333333332,3
4388,0,1,0,9,40,4.444444444444445,2.0422222222222226,1
6977,1,1,0,13,51,3.923076923076923,1.5223076923076926,6
2733,0,1,0,5,24,4.8,2.38,1
4575,0,1,0,9,30,3.3333333333333335,2.0,3
1003,0,1,0,9,34,3.7777777777777777,2.6322222222222225,3
3420,0,0,0,6,24,4.0,2.85,2
738,0,1,0,5,17,3.4,1.5699999999999998,2
6185,0,1,0,10,49,4.9,1.629,4
6867,0,0,0,5,18,3.6,2.864,1
3635,0,1,0,3,10,3.3333333333333335,1.4800000000000002,0
4830,0,1,0,5,12,2.4,2.06,2
319,0,1,0,9,38,4.222222222222222,1.1655555555555555,4
1715,0,1,0,6,25,4.166666666666667,1.7149999999999999,2
3181,0,1,0,9,33,3.6666666666666665,2.218888888888889,4
992,0,1,0,9,30,3.3333333333333335,1.531111111111111,2
4462,1,1,0,17,83,4.882352941176471,1.9094117647058824,8
4098,0,1,0,6,26,4.333333333333333,1.7233333333333334,2
5603,0,1,0,5,15,3.0,1.85,1
6783,0,0,0,3,15,5.0,0.6533333333333333,1
3680,0,1,0,12,68,5.666666666666667,1.6141666666666667,7
5470,0,0,0,4,16,4.0,2.5725,1
419,0,1,0,10,38,3.8,2.721,3
4143,0,1,0,7,31,4.428571428571429,1.7899999999999998,3
5891,0,1,0,3,23,7.666666666666667,0.6533333333333333,1
4006,0,1,0,7,38,5.428571428571429,1.9600000000000002,1
3261,0,1,0,8,36,4.5,1.8299999999999998,4
1911,0,1,0,5,20,4.0,1.6760000000000002,1
6046,0,1,0,14,49,3.5,1.5607142857142857,5
4359,0,1,0,10,47,4.7,1.143,5
355,0,1,0,8,42,5.25,1.37625,4
1458,0,1,0,6,29,4.833333333333333,1.6600000000000001,3
6800,0,1,0,9,51,5.666666666666667,1.4844444444444445,2
5136,0,1,0,9,37,4.111111111111111,2.3966666666666665,3
2689,0,0,0,9,46,5.111111111111111,2.2333333333333334,3
5746,0,1,0,9,52,5.777777777777778,0.9577777777777778,2
7083,0,1,0,3,10,3.3333333333333335,1.9400000000000002,1
195,0,1,0,5,25,5.0,1.026,3
5993,0,1,0,12,48,4.0,2.066666666666667,7
2393,0,1,0,12,73,6.083333333333333,2.2,3
5985,1,1,0,11,64,5.818181818181818,1.5681818181818181,6
5941,0,1,0,12,45,3.75,1.6500000000000004,7
6757,0,1,0,10,29,2.9,2.128,1
1468,0,1,0,8,30,3.75,2.3737500000000002,2
5053,0,1,0,3,15,5.0,0.7266666666666667,1
1400,0,1,0,10,54,5.4,1.8560000000000003,6
1127,0,1,0,4,24,6.0,1.3525,1
2661,0,1,0,5,13,2.6,1.576,2
671,0,1,0,10,43,4.3,2.2409999999999997,3
6641,0,1,0,8,39,4.875,1.6424999999999998,1
3400,0,1,0,5,20,4.0,0.9179999999999999,1
49,0,1,0,7,31,4.428571428571429,2.141428571428572,2
5581,0,0,0,7,27,3.857142857142857,2.2528571428571427,2
5497,1,1,0,11,36,3.272727272727273,1.9527272727272729,5
1063,0,1,0,4,11,2.75,1.8375000000000001,2
5797,0,1,0,11,51,4.636363636363637,1.780909090909091,3
4568,0,1,0,7,29,4.142857142857143,2.9114285714285715,0
6865,0,1,0,5,13,2.6,2.7600000000000002,1
4724,0,1,0,6,29,4.833333333333333,1.9233333333333331,2
6823,0,1,0,9,37,4.111111111111111,1.911111111111111,5
6145,0,1,0,9,39,4.333333333333333,2.197777777777778,2
1130,0,1,0,10,28,2.8,2.314,6
5870,0,1,0,15,71,4.733333333333333,1.6693333333333331,4
3439,1,0,0,29,115,3.9655172413793105,2.073448275862069,17
3469,0,1,0,4,19,4.75,0.755,2
2436,0,1,0,8,37,4.625,2.10625,3
5430,0,1,0,5,25,5.0,2.65,1
6704,0,0,0,6,25,4.166666666666667,2.685,3
2977,0,1,0,10,33,3.3,2.1659999999999995,4
5359,0,1,0,10,40,4.0,2.366,4
7012,0,1,0,7,33,4.714285714285714,2.564285714285714,2
5222,0,1,0,9,46,5.111111111111111,1.058888888888889,4
6129,0,0,0,6,23,3.8333333333333335,2.58,2
4063,0,0,0,5,24,4.8,0.952,1
4372,0,1,0,5,20,4.0,1.922,3
3962,1,1,0,8,31,3.875,0.9475,1
3846,0,1,0,3,14,4.666666666666667,1.1966666666666665,0
4786,0,0,0,7,34,4.857142857142857,2.427142857142857,3
2651,0,1,0,13,65,5.0,1.9223076923076923,8
4440,0,1,0,10,47,4.7,2.065,4
3975,1,1,0,14,60,4.285714285714286,1.287857142857143,5
3118,0,1,0,4,10,2.5,1.9324999999999999,2
4126,0,0,0,5,15,3.0,1.6460000000000001,0
899,0,1,0,4,15,3.75,1.83,2
6657,0,1,0,4,13,3.25,2.495,1
4268,1,0,0,9,30,3.3333333333333335,2.8055555555555554,1
5900,0,1,0,5,30,6.0,0.966,3
4578,0,1,0,11,47,4.2727272727272725,1.2945454545454547,6
4913,0,1,0,4,7,1.75,1.8375000000000001,2
595,0,1,0,26,110,4.230769230769231,1.6134615384615383,15
4395,0,1,0,11,45,4.090909090909091,1.8499999999999999,5
6576,0,1,0,11,54,4.909090909090909,1.531818181818182,3
2931,0,1,0,12,55,4.583333333333333,1.8691666666666666,7
1555,0,1,0,3,22,7.333333333333333,0.6533333333333333,1
3704,0,1,0,8,26,3.25,2.2775,4
2171,0,1,0,15,70,4.666666666666667,1.5993333333333333,7
3521,0,0,0,4,21,5.25,1.9775,2
3265,0,1,0,8,33,4.125,1.6974999999999998,3
1470,0,1,0,10,46,4.6,1.42,2
4810,0,1,0,11,32,2.909090909090909,2.651818181818182,5
2950,0,1,0,6,22,3.6666666666666665,2.3783333333333334,1
3020,0,1,0,6,30,5.0,1.4883333333333333,1
2337,1,2,0,16,88,5.5,1.5393750000000002,6
5888,0,1,0,4,16,4.0,1.3875000000000002,1
4426,0,1,0,10,48,4.8,1.388,4
733,0,1,0,3,13,4.333333333333333,2.4266666666666667,0
4443,0,1,0,20,63,3.15,1.7555,15
1133,0,1,0,5,21,4.2,1.6760000000000002,1
2588,0,1,0,7,18,2.5714285714285716,2.0785714285714283,3
404,0,1,0,6,32,5.333333333333333,1.03,2
1838,0,1,0,3,22,7.333333333333333,0.6533333333333333,1
3801,0,1,0,8,22,2.75,2.065,3
6342,0,1,0,8,40,5.0,1.69875,3
3987,1,1,0,5,23,4.6,1.016,1
911,0,1,0,6,22,3.6666666666666665,1.5249999999999997,1
72,0,1,0,7,31,4.428571428571429,1.5442857142857143,2
5974,1,1,0,7,33,4.714285714285714,1.1485714285714284,2
5394,0,0,0,9,38,4.222222222222222,2.7488888888888887,3
4807,0,1,0,8,26,3.25,2.0675,3
4622,0,1,0,5,17,3.4,1.9160000000000004,3
1851,0,1,0,16,69,4.3125,1.98625,10
6871,0,1,0,4,14,3.5,1.83,2
1522,0,0,0,4,10,2.5,2.2750000000000004,3
4067,0,0,0,6,30,5.0,1.9883333333333333,2
2306,0,1,0,5,27,5.4,2.164,1
6832,0,1,0,6,28,4.666666666666667,1.4766666666666666,3
53,0,0,0,5,25,5.0,1.7920000000000003,3
2415,0,1,0,5,19,3.8,1.8519999999999999,3
109,0,1,0,6,33,5.5,2.2983333333333333,1
5707,0,1,0,9,62,6.888888888888889,1.1266666666666667,3
7021,0,1,0,6,28,4.666666666666667,1.365,2
2017,0,1,0,5,26,5.2,1.6260000000000001,1
1309,0,1,0,8,38,4.75,1.33125,4
5169,0,1,0,10,42,4.2,2.4859999999999998,4
1119,0,1,0,6,19,3.1666666666666665,2.441666666666667,1
5813,0,0,0,4,8,2.0,2.7775,2
1496,0,1,0,9,43,4.777777777777778,1.5933333333333333,5
1783,0,0,0,5,24,4.8,1.6480000000000001,1
1454,2,3,0,33,122,3.696969696969697,1.9666666666666668,18
1008,0,1,0,11,45,4.090909090909091,1.7027272727272724,6
6983,0,1,0,4,18,4.5,2.4325,0
4486,0,1,0,10,32,3.2,1.3519999999999999,6
4109,0,1,0,12,53,4.416666666666667,1.75,2
2100,0,1,0,10,43,4.3,2.746,2
5407,0,1,0,4,14,3.5,0.7625,2
6554,0,0,0,8,36,4.5,1.145,3
6399,0,1,0,8,32,4.0,2.12125,5
2624,0,1,0,4,12,3.0,2.5875000000000004,1
1688,0,1,0,6,24,4.0,2.1783333333333332,3
1067,0,1,0,6,22,3.6666666666666665,1.7433333333333334,2
1815,0,0,0,5,17,3.4,1.5739999999999998,1
6269,0,1,0,7,36,5.142857142857143,1.7585714285714287,3
5050,0,0,0,7,36,5.142857142857143,2.2257142857142855,1
5768,0,0,0,6,23,3.8333333333333335,2.5933333333333333,1
2549,0,1,0,15,78,5.2,1.7626666666666668,7
5995,0,1,0,4,14,3.5,1.83,2
6246,0,1,0,27,147,5.444444444444445,2.0070370370370374,12
5162,0,1,0,10,46,4.6,1.509,3
3197,0,0,0,3,17,5.666666666666667,1.2166666666666666,2
1729,0,0,0,12,46,3.8333333333333335,1.7,5
732,0,1,0,9,33,3.6666666666666665,2.03,2
1557,0,1,0,4,15,3.75,1.3599999999999999,1
829,0,0,0,3,8,2.6666666666666665,2.6733333333333333,2
6532,0,1,0,9,64,7.111111111111111,1.2755555555555556,1
5177,0,1,0,7,20,2.857142857142857,1.717142857142857,3
792,2,1,0,31,134,4.32258064516129,1.5296774193548388,10
6020,0,1,0,8,38,4.75,1.98125,1
4312,0,1,0,9,38,4.222222222222222,1.9444444444444444,5
6873,0,0,0,5,17,3.4,1.714,1
6175,0,1,0,4,17,4.25,2.51,1
1379,0,1,0,6,28,4.666666666666667,1.4366666666666668,3
3457,0,1,0,5,23,4.6,2.614,1
2995,0,1,0,7,22,3.142857142857143,1.5700000000000003,4
1961,0,1,0,16,75,4.6875,1.495625,11
268,1,1,0,6,27,4.5,2.2866666666666666,0
32,0,1,0,5,20,4.0,2.1700000000000004,2
297,0,1,0,13,53,4.076923076923077,1.870769230769231,6
786,0,1,0,13,59,4.538461538461538,2.039230769230769,5
6870,0,1,0,8,30,3.75,2.1262499999999998,2
1891,0,1,0,9,55,6.111111111111111,1.49,2
1603,0,1,0,3,13,4.333333333333333,0.53,1
6130,0,0,0,5,19,3.8,2.44,2
4651,0,1,0,10,42,4.2,1.582,6
3450,1,1,0,16,52,3.25,2.409375,3
5637,0,1,0,5,28,5.6,1.7920000000000003,2
1552,0,0,0,9,33,3.6666666666666665,1.8155555555555556,2
2735,0,1,0,9,36,4.0,2.732222222222222,1
6304,0,1,0,13,49,3.769230769230769,2.0161538461538466,6
1921,0,0,0,4,11,2.75,2.6825,1
2749,0,1,0,7,45,6.428571428571429,1.2657142857142856,3
1996,0,0,0,4,17,4.25,2.5725,1
1327,0,1,0,9,42,4.666666666666667,1.99,2
2012,0,1,0,10,30,3.0,2.021,5
579,0,1,0,14,56,4.0,1.8578571428571427,7
3610,0,1,0,5,25,5.0,0.99,1
2763,0,0,0,6,39,6.5,1.7783333333333335,2
3038,0,1,0,9,32,3.5555555555555554,1.5722222222222222,6
4733,0,1,0,6,24,4.0,1.5033333333333332,3
3321,0,0,0,5,14,2.8,3.4560000000000004,2
4987,0,1,0,5,16,3.2,0.784,0
5350,0,0,0,9,34,3.7777777777777777,2.5933333333333337,3
2259,1,1,0,7,26,3.7142857142857144,1.502857142857143,3
4316,0,1,0,8,31,3.875,1.84125,3
1167,0,0,0,6,30,5.0,3.25,1
3809,0,1,0,6,32,5.333333333333333,1.2516666666666667,2
6751,0,1,0,9,38,4.222222222222222,2.4544444444444444,4
5604,0,1,0,7,26,3.7142857142857144,1.93,3
131,0,0,0,8,28,3.5,2.8462500000000004,2
1915,0,1,0,5,21,4.2,1.5959999999999999,2
5115,0,1,0,4,19,4.75,1.125,1
4993,0,0,0,6,21,3.5,1.8066666666666666,2
74,0,1,0,20,82,4.1,1.6294999999999997,7
5843,0,1,0,5,22,4.4,1.55,1
5710,0,1,0,4,14,3.5,0.905,2
5963,0,0,0,6,27,4.5,2.421666666666667,3
5420,0,1,0,5,27,5.4,0.0,0
2102,0,1,0,11,49,4.454545454545454,1.2354545454545454,3
860,0,1,0,6,28,4.666666666666667,2.64,0
5418,0,0,0,11,52,4.7272727272727275,2.0854545454545454,6
6240,0,1,0,16,68,4.25,2.231875,5
3688,0,1,0,4,29,7.25,0.9824999999999999,2
3397,0,1,0,4,15,3.75,1.5275,1
2910,0,1,0,7,23,3.2857142857142856,2.2542857142857144,2
6547,0,0,0,12,62,5.166666666666667,1.4858333333333336,3
4764,0,1,0,10,42,4.2,2.0100000000000002,4
166,0,1,0,8,27,3.375,1.88625,4
6573,0,1,0,4,14,3.5,1.64,1
1482,0,1,0,10,45,4.5,2.065,3
6761,0,1,0,13,43,3.3076923076923075,2.1823076923076923,6
2839,0,2,0,7,32,4.571428571428571,1.582857142857143,2
6092,1,1,0,13,44,3.3846153846153846,2.4238461538461538,1
3251,0,0,0,8,34,4.25,1.88125,4
6967,0,0,0,7,36,5.142857142857143,1.9257142857142857,3
6250,0,1,0,4,15,3.75,2.06,2
2355,0,0,0,10,46,4.6,2.5079999999999996,2
1340,0,1,0,9,36,4.0,1.8944444444444446,6
957,0,0,0,6,20,3.3333333333333335,2.3633333333333333,1
3778,0,1,0,4,12,3.0,1.51,1
1368,0,1,0,14,66,4.714285714285714,1.8457142857142856,5
1049,0,1,0,10,57,5.7,2.3229999999999995,4
6855,0,1,0,6,22,3.6666666666666665,2.2083333333333335,2
1213,0,1,0,7,33,4.714285714285714,2.572857142857143,1
4788,0,1,0,4,16,4.0,1.3875000000000002,1
748,0,1,0,6,18,3.0,1.7383333333333335,4
3404,0,1,0,12,41,3.4166666666666665,2.105,7
4207,0,1,0,5,36,7.2,0.674,2
554,0,1,0,9,28,3.111111111111111,1.3566666666666667,3
632,0,1,0,6,25,4.166666666666667,2.36,2
2515,0,1,0,8,21,2.625,2.38875,4
5217,0,0,0,3,9,3.0,1.8133333333333335,1
3353,0,1,0,8,30,3.75,2.3737500000000002,2
2774,0,0,0,9,33,3.6666666666666665,1.8055555555555556,3
6749,0,1,0,12,54,4.5,1.6016666666666672,7
4564,1,1,0,8,28,3.5,1.9675,2
5703,0,0,0,4,23,5.75,1.985,0
751,0,1,0,5,26,5.2,1.816,2
5275,0,1,0,4,10,2.5,1.5275,1
3082,0,1,0,13,59,4.538461538461538,1.4692307692307693,3
2196,0,0,0,8,39,4.875,2.45125,3
4224,0,1,0,11,42,3.8181818181818183,1.9090909090909092,3
1425,0,1,0,5,18,3.6,2.656,1
2013,0,0,0,8,22,2.75,2.4675000000000002,5
4461,2,1,0,11,45,4.090909090909091,1.4127272727272726,4
5066,1,1,0,14,60,4.285714285714286,1.9207142857142858,5
6158,0,1,0,6,26,4.333333333333333,2.035,1
5955,0,1,0,4,11,2.75,1.8425,2
767,0,1,0,5,17,3.4,0.724,2
5366,0,1,0,9,35,3.888888888888889,1.14,2
6095,0,1,0,6,23,3.8333333333333335,2.1533333333333338,2
1893,0,1,0,7,40,5.714285714285714,1.387142857142857,3
936,0,0,0,4,24,6.0,1.4975,1
6150,0,1,0,14,54,3.857142857142857,2.0135714285714283,5
474,0,1,0,7,24,3.4285714285714284,1.9257142857142855,2
3860,0,1,0,12,49,4.083333333333333,1.3216666666666665,5
149,0,1,0,12,46,3.8333333333333335,2.0825,6
1350,0,1,0,7,26,3.7142857142857144,2.0300000000000002,2
840,0,1,0,3,6,2.0,1.9633333333333336,1
2710,0,1,0,7,27,3.857142857142857,2.9314285714285715,2
731,0,1,0,8,43,5.375,1.3325,2
3277,0,1,0,9,43,4.777777777777778,1.7644444444444443,1
5584,0,1,0,7,25,3.5714285714285716,1.752857142857143,3
6829,1,1,0,15,61,4.066666666666666,1.9906666666666664,6
2165,0,1,0,8,21,2.625,1.19,3
1356,0,1,0,19,82,4.315789473684211,1.4784210526315789,10
2006,0,1,0,5,22,4.4,0.93,3
3583,0,1,0,7,24,3.4285714285714284,2.3400000000000003,4
3388,1,1,0,12,41,3.4166666666666665,1.4708333333333332,4
2578,0,1,0,3,19,6.333333333333333,0.7266666666666667,1
6166,0,1,0,5,26,5.2,0.6779999999999999,2
4002,0,0,0,8,34,4.25,2.3049999999999997,2
943,0,1,0,5,22,4.4,1.72,1
3445,0,1,0,6,19,3.1666666666666665,2.5366666666666666,1
858,0,0,0,9,46,5.111111111111111,1.4922222222222221,2
209,0,1,0,7,24,3.4285714285714284,2.988571428571429,2
2286,0,1,0,7,16,2.2857142857142856,2.2014285714285715,4
2992,0,1,0,6,14,2.3333333333333335,2.018333333333333,4
1587,0,1,0,9,44,4.888888888888889,1.1844444444444444,6
6960,0,1,0,4,11,2.75,1.8375000000000001,2
245,0,1,0,16,75,4.6875,2.0,6
6590,0,1,0,8,45,5.625,0.9662499999999999,3
192,0,0,0,8,41,5.125,1.8900000000000001,3
4804,0,1,0,5,25,5.0,1.634,1
4407,0,1,0,8,30,3.75,2.5650000000000004,1
4895,0,1,0,4,23,5.75,0.49,1
5494,0,1,0,5,17,3.4,1.5699999999999998,2
4599,0,1,0,12,45,3.75,1.7658333333333334,5
309,0,1,0,11,49,4.454545454545454,2.2754545454545454,3
5271,0,1,0,16,61,3.8125,1.883125,8
934,0,1,0,6,15,2.5,1.3283333333333334,2
5612,0,1,0,7,24,3.4285714285714284,0.6785714285714286,3
7014,0,0,0,3,24,8.0,1.9933333333333334,1
5506,0,1,0,4,13,3.25,1.51,1
4121,0,1,0,7,35,5.0,1.9957142857142856,2
1108,0,0,0,5,34,6.8,1.05,1
6372,0,0,0,6,21,3.5,1.3466666666666667,4
5908,0,1,0,4,16,4.0,0.3975,1
4044,0,1,0,9,34,3.7777777777777777,2.5144444444444445,3
1308,0,1,0,17,75,4.411764705882353,2.242352941176471,8
