,aro,auto_i,auto_me,auto_mine,auto_my,auto_mys,dom,val,pos,neg
2738,3.3699999999999997,0,0,0,0,0,5.21,6.016666666666666,0,0
342,3.7,0,0,0,0,0,5.3625,5.39,0,0
4899,3.7875,0,0,0,1,0,5.5375000000000005,6.6775,0,0
6065,4.25,0,0,0,0,0,6.1899999999999995,5.612,1,1
316,4.255,0,0,0,0,0,5.27,6.15,0,0
4927,4.27,1,0,0,0,0,5.46,5.765000000000001,0,0
2055,4.016666666666667,0,0,0,0,0,6.289999999999999,6.25,0,0
5521,3.776,1,0,0,0,0,6.242,6.548,2,0
6071,3.8633333333333333,0,0,0,1,0,6.036666666666666,6.873333333333332,1,0
3645,3.59,0,0,0,0,0,5.67,5.25,0,0
3060,3.3825000000000003,1,0,0,0,0,5.8325000000000005,5.4825,0,0
5308,3.626,0,0,0,0,0,5.8100000000000005,6.066,0,1
5847,3.3150000000000004,0,0,0,0,0,5.359999999999999,6.175,1,0
2233,3.876666666666667,1,0,0,0,0,6.163333333333333,5.863333333333333,0,0
5269,3.165,0,0,0,0,0,6.055,5.75,0,0
4707,3.6925000000000003,0,0,0,0,0,6.067500000000001,5.982500000000001,1,0
6780,3.7800000000000002,1,0,0,0,0,5.65,6.335,0,0
2545,3.4,0,0,0,0,0,4.61,5.44,0,0
1530,3.2725,2,0,0,0,0,5.6925,5.795,0,0
2780,4.0,1,0,0,0,0,6.093333333333334,6.446666666666665,1,0
5760,3.8575,0,0,0,0,0,5.3025,5.4525,0,0
6649,3.76,0,0,0,0,0,5.8100000000000005,6.59,0,0
5202,4.255,0,0,0,0,0,5.27,6.15,0,0
2292,3.5425,0,0,0,0,0,5.65,5.9525,0,0
1077,3.3033333333333332,1,0,0,0,0,5.756666666666667,6.109999999999999,0,0
463,4.4,0,0,0,0,0,6.28,7.44,1,0
3807,3.6040000000000005,1,0,0,0,0,5.295999999999999,5.232,0,0
4771,4.95,1,0,0,0,0,4.6450000000000005,4.975,0,1
1962,3.575,0,0,0,1,0,5.3100000000000005,5.89,0,0
610,3.5949999999999998,1,0,0,1,0,5.6899999999999995,6.0649999999999995,0,0
3221,4.2875000000000005,0,0,0,0,0,4.55875,5.07625,1,0
3744,3.6966666666666668,1,0,0,0,0,5.390000000000001,5.25,0,0
5739,5.3475,1,1,0,0,0,4.734999999999999,4.2225,0,1
6858,4.483333333333333,0,0,0,0,0,5.053333333333334,4.590000000000001,0,0
2395,4.14,0,0,0,0,0,4.85,4.6049999999999995,0,1
4933,6.33,1,0,0,0,0,3.17,2.1,0,1
6830,3.475,1,0,0,0,0,5.609999999999999,6.02,0,0
5588,4.42,2,0,0,0,0,6.095,7.1075,2,0
6425,4.246666666666667,1,1,0,0,0,6.25,6.646666666666667,0,0
3782,3.335,1,0,0,0,0,6.475,6.625,0,0
5537,3.43,0,0,0,0,0,5.5,6.18,0,0
4759,3.59,0,0,0,0,0,6.1325,6.145,0,0
6584,3.5828571428571427,0,0,0,0,0,5.774285714285715,5.422857142857142,1,0
4650,3.43,0,0,0,0,0,5.5,6.18,0,0
512,4.09,0,0,0,0,0,5.0633333333333335,6.053333333333334,0,0
847,3.43,0,1,0,0,0,5.71,6.32,0,0
5794,3.5999999999999996,0,0,0,0,0,5.7844444444444445,6.211111111111111,0,0
1567,4.475714285714286,0,0,0,0,0,4.662857142857143,5.612857142857143,1,1
4732,4.375,0,0,0,0,0,5.4775,5.1525,0,1
493,3.165,0,0,0,0,0,6.055,5.75,0,0
1190,4.113333333333333,0,0,0,0,0,5.7,6.039999999999999,0,0
2593,3.7250000000000005,2,0,0,0,0,5.845000000000001,6.015000000000001,2,0
3996,4.175000000000001,1,0,0,0,0,5.6899999999999995,6.275,0,0
845,3.6950000000000003,0,0,0,0,0,5.827500000000001,6.217499999999999,0,0
1175,4.105,0,0,0,0,0,6.285,7.495,1,0
4641,4.27,0,0,0,0,0,5.226666666666667,4.97,0,0
5996,3.43,0,0,0,0,0,5.5,6.18,0,0
4111,4.623333333333333,0,0,0,0,0,5.696666666666666,6.613333333333333,1,0
1083,4.1,0,0,0,0,0,6.225,6.445,0,0
5439,3.7979999999999996,0,0,0,0,0,5.736,5.796,1,0
2139,4.666666666666666,1,0,0,0,0,6.04,5.373333333333332,0,1
1576,3.5525,0,0,0,0,0,6.0875,5.84,1,0
1169,3.43,0,0,0,0,0,5.5,6.18,0,0
849,3.285,0,0,0,0,0,5.675,5.734999999999999,0,0
3046,3.45,2,0,0,0,0,5.523999999999999,6.076,0,0
159,3.3875,0,0,0,0,0,5.5875,5.967499999999999,0,0
2078,3.4975000000000005,0,0,0,0,0,6.045000000000001,6.6475,0,0
5644,3.953333333333333,0,0,0,1,0,5.463333333333334,6.510000000000001,0,0
5229,4.38,0,0,0,0,0,7.26,7.1,0,0
6414,4.3149999999999995,1,0,0,0,0,6.3,6.5024999999999995,0,0
6555,4.27,2,0,0,0,0,5.28,6.27,0,0
2559,4.146,0,0,0,0,0,6.362,6.4959999999999996,1,0
1282,3.8833333333333333,0,0,0,0,0,5.259999999999999,4.933333333333333,0,1
1164,3.7700000000000005,1,0,0,0,0,5.65,6.3,0,0
1789,4.623333333333334,0,0,0,0,0,4.82,4.796666666666667,0,1
3792,3.43,0,0,0,1,0,5.5,6.18,0,0
228,3.3600000000000003,0,0,0,0,0,4.875,6.38,0,0
5949,4.99,0,0,0,0,0,5.6825,6.0375000000000005,1,1
454,4.286666666666666,1,0,0,0,0,5.276666666666667,5.136666666666667,0,1
3651,3.535,1,0,0,0,0,6.095000000000001,5.130000000000001,0,0
2340,3.55,1,0,0,0,0,5.5840000000000005,5.698,0,1
497,4.295,0,0,0,0,0,5.335,6.13,0,0
3601,4.31375,0,0,0,0,0,5.635,6.055,1,0
5178,3.555,0,0,0,0,0,5.345000000000001,6.529999999999999,0,0
5489,3.9966666666666666,0,0,0,0,0,5.826666666666667,5.726666666666667,0,0
3177,5.36,1,0,0,0,0,5.92,8.0,1,0
4621,4.69,1,0,0,0,0,6.33,6.84,1,0
4275,4.062857142857142,0,0,0,0,0,5.6242857142857146,5.458571428571429,0,0
5720,3.78,0,0,0,0,0,5.833333333333333,6.236666666666667,0,0
68,5.395,0,0,0,0,0,5.825,7.5,1,0
2865,3.716666666666667,0,0,0,0,0,5.516666666666666,6.05,0,0
37,4.821249999999999,0,0,0,0,0,5.8375,6.22375,1,1
928,4.785,1,0,0,0,0,4.585,6.095000000000001,1,0
4151,3.67,1,0,0,0,0,6.35,5.41,0,0
2197,3.1766666666666663,0,0,0,0,0,4.92,6.13,0,1
3684,4.005000000000001,0,0,0,0,0,5.5600000000000005,6.625,2,0
6524,4.24,0,0,0,0,0,5.168,5.968,0,0
1404,4.326666666666667,1,0,0,1,0,5.803333333333334,6.1866666666666665,0,0
3694,4.38,1,0,0,0,0,7.26,7.1,1,0
4075,3.43,1,0,0,0,0,5.5,6.18,0,0
2902,4.015,0,0,0,1,0,5.595000000000001,6.234999999999999,0,0
1609,4.42,1,0,0,1,0,5.27,4.87,1,0
2390,4.07,0,0,0,0,0,5.7,6.173333333333333,1,0
3979,3.075,1,0,0,0,0,6.415,6.555,1,0
5907,4.38,0,0,0,0,0,5.886666666666667,6.676666666666667,1,0
4882,3.8099999999999996,0,0,0,0,0,5.965,6.52,0,0
4234,3.54,0,0,0,0,0,5.775,5.75,0,0
6111,5.3100000000000005,0,0,0,0,0,5.295,6.6,0,0
5148,3.126666666666667,1,0,0,0,0,5.683333333333334,5.236666666666666,0,0
1892,4.2725,0,0,0,0,0,5.795,6.495,1,0
6421,3.43,0,0,0,0,0,5.5,6.18,0,0
3679,4.536666666666666,1,0,0,0,0,6.260000000000001,7.553333333333334,2,0
7038,4.085,2,0,0,0,0,4.875,6.279999999999999,0,0
6485,4.335,1,0,0,0,0,6.15,6.005000000000001,0,0
1930,3.8940000000000006,0,0,0,0,0,5.266,5.098,0,0
3158,3.97,0,0,0,0,0,5.723333333333334,6.376666666666666,0,0
25,4.383333333333333,0,0,0,0,0,4.84,5.19,0,0
795,6.35,1,0,0,0,0,7.32,6.5,0,0
3756,4.155,0,0,0,0,0,5.925,6.575,0,0
5375,3.5125,0,0,0,0,0,5.4525,5.905,0,0
6527,3.7649999999999997,0,0,0,0,0,5.25,5.904999999999999,0,0
620,4.996666666666667,0,0,0,0,0,5.386666666666667,6.5,0,0
3774,4.03,1,0,0,0,0,5.4799999999999995,6.573333333333333,0,0
6615,3.145,0,0,0,0,0,5.195,6.119999999999999,0,0
747,3.8150000000000004,0,0,0,0,0,5.8374999999999995,5.985,0,0
6262,3.7933333333333334,0,0,0,0,0,4.283333333333333,4.816666666666666,0,0
4903,4.346666666666667,0,0,0,0,0,5.419999999999999,6.246666666666667,0,0
5998,3.5428571428571423,0,0,0,0,0,5.542857142857143,5.497142857142857,0,1
2028,3.43,1,0,0,0,0,5.5,6.18,0,0
24,4.213333333333334,0,0,0,0,0,5.245555555555556,5.442222222222222,0,1
6198,4.08,0,0,0,0,0,5.15,4.745,0,1
5751,3.12,0,0,0,0,0,5.145,6.1899999999999995,0,0
315,4.306666666666667,0,0,0,0,0,6.07,6.19,0,0
4883,3.7700000000000005,1,0,0,0,0,5.5,6.01,0,0
6831,4.2700000000000005,0,0,0,0,0,5.068333333333333,5.359999999999999,0,1
2996,3.43,0,0,0,0,0,5.5,6.18,0,0
5853,3.616666666666667,0,0,0,0,0,5.54,5.503333333333334,0,0
28,5.01,0,0,0,0,0,3.995,3.865,0,0
2521,4.414,0,0,0,0,0,5.766,6.322,0,0
3954,4.035,0,0,0,0,0,5.24,6.55,0,0
6059,3.5700000000000003,0,0,0,0,0,5.925,6.16,0,0
5395,3.535,1,0,0,0,0,5.275,5.98,0,0
3806,4.415,0,0,0,0,0,6.025,6.23,1,0
534,3.43,1,0,0,0,0,5.5,6.18,0,0
5369,3.43,0,0,0,0,0,5.5,6.18,0,0
5433,3.628,0,0,0,0,0,5.7620000000000005,5.864,0,0
4422,4.148000000000001,0,0,0,1,0,5.808,6.351999999999999,1,1
4842,3.9560000000000004,0,0,0,1,0,5.794,5.9159999999999995,0,0
1295,4.18,0,0,0,0,0,5.605,6.855,0,0
3436,3.57,0,0,0,0,0,5.94,5.64,0,0
1224,5.32,0,0,0,0,0,4.72,2.75,0,1
3828,3.43,0,0,0,0,0,5.5,6.18,0,0
4990,3.932,0,0,0,0,0,5.438,5.768,0,0
3470,3.8449999999999998,0,0,0,0,0,5.845000000000001,6.015,1,0
3754,3.4333333333333336,0,0,0,0,0,6.239999999999999,6.55,0,0
6841,4.12,0,0,0,0,0,5.81,6.596666666666667,1,0
701,3.67,0,0,0,1,0,6.1499999999999995,6.873333333333332,1,0
4986,3.43,0,0,0,0,0,5.5,6.18,0,0
2258,3.9614285714285713,1,0,0,0,0,5.631428571428572,5.880000000000001,0,0
2307,3.524,0,0,0,0,0,5.56,5.378,0,0
6085,3.9724999999999997,0,0,0,1,0,5.5375,6.0075,0,0
3466,4.11,0,0,0,0,0,5.816249999999999,5.887499999999999,1,1
3362,3.8375000000000004,1,0,0,0,0,5.3925,5.575,0,1
6984,3.643333333333333,0,0,0,0,0,6.406666666666666,6.3999999999999995,1,0
2407,3.585,0,0,0,0,0,5.445,5.65,0,0
4079,4.6866666666666665,0,0,0,0,0,5.6499999999999995,5.8566666666666665,0,0
4171,3.53,0,0,0,1,0,5.87,6.4433333333333325,1,0
1084,3.7649999999999997,0,0,0,0,0,5.835,5.96,0,0
2145,3.49,0,0,0,0,0,4.225,4.484999999999999,0,1
5364,3.8333333333333335,1,0,0,0,0,5.760000000000001,6.6866666666666665,1,0
6431,3.26,1,0,0,0,0,5.55,5.970000000000001,0,0
5593,3.3,0,0,0,1,0,5.25,6.46,0,0
3500,4.04,0,0,0,0,0,5.87875,6.307500000000001,0,0
219,4.48,1,0,0,0,0,5.5649999999999995,6.16,0,0
7029,3.43,0,0,0,0,0,5.5,6.18,0,0
2744,3.9620000000000006,0,0,0,0,0,5.938000000000001,6.204000000000001,2,1
5410,3.9299999999999997,0,0,0,0,0,5.86,6.1925,0,0
118,3.285,0,0,0,0,0,5.675,5.734999999999999,0,0
2899,3.74,0,0,0,0,0,5.140000000000001,6.145,0,0
3276,3.0949999999999998,1,0,0,0,0,5.64,5.975,0,0
1192,3.85,0,0,0,1,0,5.75,6.077500000000001,0,0
4421,4.61,0,0,0,0,0,5.58,5.787999999999999,0,0
641,4.43,1,0,0,1,0,5.495,5.675,0,1
693,4.196666666666666,0,0,0,0,0,5.136666666666667,5.803333333333334,0,0
1034,3.2350000000000003,0,0,0,1,0,5.32,5.9,1,0
2462,3.8550000000000004,1,0,0,0,0,6.08,7.07,0,0
5761,3.9266666666666663,0,0,0,0,0,5.446666666666668,5.616666666666667,0,0
7043,3.81,0,0,0,0,0,5.176666666666667,5.713333333333334,0,0
2311,3.8466666666666662,1,0,0,0,0,5.793333333333333,6.353333333333334,0,0
6734,3.8580000000000005,0,0,0,0,0,5.522,5.473999999999999,0,2
1760,3.5700000000000003,0,0,0,0,0,5.925,6.16,0,0
744,3.43,0,0,0,0,0,5.5,6.18,0,0
4956,4.1066666666666665,1,0,0,0,0,6.726666666666667,6.596666666666667,0,0
5268,3.7766666666666673,0,0,0,0,0,5.366666666666667,6.093333333333334,1,0
6529,3.965,0,0,0,0,0,5.23,5.265,0,1
608,4.27,1,0,0,0,0,5.81,3.25,0,1
633,4.066666666666666,0,0,0,0,0,6.576666666666667,6.63,1,0
521,3.686666666666666,1,0,0,0,0,5.446666666666666,6.1433333333333335,0,0
2961,4.97,0,0,0,0,0,6.07,6.325,0,0
2096,3.52,0,0,0,0,0,5.72,5.86,0,0
5882,3.33,0,0,0,0,0,5.81,5.75,1,0
762,5.4,1,0,0,0,0,3.81,3.0,0,1
2648,4.501,0,0,0,0,0,5.523000000000001,5.721,1,2
2288,3.76,0,0,0,0,0,5.805,6.15,0,0
3022,4.07,0,0,0,0,0,4.9399999999999995,5.705,0,0
4410,3.832,0,0,0,0,0,5.966,5.936000000000001,0,0
100,3.7999999999999994,1,0,0,0,0,5.5566666666666675,5.153333333333333,1,0
968,3.8940000000000006,0,0,0,0,0,6.144,6.816,3,0
1046,3.665,1,0,0,0,0,6.165,6.16,0,0
3606,3.665,1,0,0,0,0,4.64,6.755,0,0
5283,3.43,0,0,0,0,0,5.5,6.18,0,0
507,3.4,0,0,0,0,0,4.82,4.86,0,0
6313,4.02,2,0,0,0,0,6.076666666666667,6.096666666666667,0,0
5852,3.43,0,0,0,1,0,5.5,6.18,0,0
6959,3.67,0,0,0,0,0,5.3575,5.6675,0,0
910,4.121428571428572,0,0,0,0,0,5.804285714285714,6.367142857142857,1,0
2270,3.52,1,0,0,0,0,5.72,5.86,0,0
1684,3.81,0,0,0,0,0,6.23,5.006666666666667,0,0
3878,4.383333333333334,0,0,0,1,0,5.413333333333334,6.126666666666666,1,0
1965,4.08,0,0,0,1,0,5.805,6.855,0,0
1540,3.165,0,0,0,0,0,6.25,6.115,0,0
3155,3.97,0,0,0,1,0,5.616666666666667,6.266666666666667,0,0
4155,4.71,1,0,0,0,0,6.5,7.95,0,0
6535,4.255,0,0,0,0,0,5.27,6.15,0,0
2685,3.53,1,0,0,0,0,5.445,6.083333333333333,0,0
5733,3.9909999999999997,0,0,0,0,0,5.512,5.715000000000001,0,0
2945,3.81,0,0,0,0,0,5.176666666666667,5.713333333333334,0,0
5845,4.215,0,0,0,0,0,6.484999999999999,6.42,0,0
5689,3.41,0,0,0,0,0,5.575,5.72,0,0
3005,3.3600000000000003,0,0,0,0,0,5.575,5.955,0,0
6049,3.54,0,0,0,1,0,4.555,5.48,0,0
5994,4.026666666666666,0,0,0,0,0,5.63,6.175,0,0
2313,3.633333333333333,0,0,0,0,0,5.713333333333334,5.436666666666667,0,0
4050,3.43,1,0,0,0,0,5.5,6.18,0,0
3513,4.835,1,0,0,0,0,5.949999999999999,6.73,0,0
746,3.43,0,0,0,0,0,6.11,7.0,0,0
7103,4.86,0,0,0,0,0,5.33,6.32,0,0
2010,3.145,0,0,0,0,0,5.195,6.119999999999999,0,0
6249,3.23,0,0,0,0,0,6.57,6.57,0,0
5426,4.054,0,0,0,0,0,6.002,5.864,2,0
2211,4.093333333333334,0,0,0,0,0,5.996666666666667,6.47,0,0
158,4.086666666666667,0,0,0,0,0,5.3933333333333335,5.156666666666667,0,1
2019,3.43,0,0,0,0,0,5.5,6.18,1,0
5544,3.54,1,0,0,0,0,5.529999999999999,5.25,0,1
5389,3.7266666666666666,0,0,0,0,0,5.006666666666667,5.676666666666667,0,0
1949,3.573333333333333,0,0,0,0,0,5.753333333333334,5.609999999999999,0,0
1939,3.5949999999999998,0,0,0,0,0,4.835,5.84,0,0
4309,4.33,1,0,0,0,0,6.12,5.05,1,0
605,3.075,0,0,0,0,0,5.835,6.145,0,0
5524,4.008333333333333,3,0,0,1,0,5.336666666666666,5.546666666666667,0,1
4582,4.07,0,0,0,0,0,4.94,5.1475,0,0
650,3.5533333333333332,0,0,0,0,0,5.646666666666666,5.71,0,0
2204,3.14,0,0,0,0,0,6.44,6.41,0,0
6821,3.955714285714286,1,0,0,2,0,5.488571428571428,5.859999999999999,1,0
6541,3.5875,2,0,0,0,0,5.775,6.395,0,0
1069,3.5566666666666666,0,0,0,0,0,5.726666666666667,5.400000000000001,0,0
231,4.076666666666667,0,0,0,0,0,5.656666666666667,6.2,0,0
607,3.43,0,0,0,0,0,5.5,6.18,0,0
4984,3.7466666666666666,0,0,0,0,0,5.473333333333334,5.753333333333333,1,0
6600,4.19,0,0,0,0,0,5.875,6.484999999999999,0,0
6672,3.9299999999999997,0,0,0,0,0,5.623333333333334,6.353333333333333,1,0
1261,3.7424999999999997,0,0,0,0,0,6.1825,6.4475,1,0
3695,3.51,0,0,0,0,0,5.346666666666667,5.669999999999999,0,0
6343,4.048,0,0,0,0,0,5.436,6.598000000000001,0,0
6349,4.335,0,0,0,0,0,5.470000000000001,6.295,0,0
761,3.51,0,0,0,0,0,5.73,6.805,1,0
3743,4.33,1,0,0,0,0,6.12,5.05,1,0
7122,4.285,0,0,0,0,0,5.359999999999999,6.93,0,0
6747,3.43,1,0,0,0,0,5.5,6.18,0,0
5716,3.465,0,0,0,1,0,5.41,5.89,0,0
3598,4.096,0,0,0,1,0,5.7059999999999995,6.5,1,0
991,4.296666666666667,0,0,0,0,0,4.72,5.09,0,1
2274,4.33,1,0,0,0,0,5.385,6.665,0,0
4470,3.87,1,0,0,1,0,6.037999999999999,6.2299999999999995,0,0
4472,4.57,0,0,0,0,0,5.62,6.78,0,0
6473,3.805,0,0,0,0,0,5.182499999999999,5.5525,0,0
1583,3.63,1,0,0,0,0,5.25,6.035,0,0
1859,3.43,1,0,0,0,0,5.5,6.18,0,0
6854,4.86,0,0,0,0,0,7.0,5.5,0,0
6190,3.8233333333333337,0,0,0,0,0,5.793333333333334,6.138333333333333,0,0
5139,3.6725000000000003,0,0,0,0,0,5.7475,5.452500000000001,0,0
7087,4.05,0,0,0,1,0,5.742500000000001,6.057499999999999,0,0
970,3.516666666666666,0,0,0,0,0,6.419999999999999,7.013333333333333,1,0
2207,3.755,0,0,0,1,0,5.592499999999999,5.7275,0,0
6371,3.88,0,0,0,0,0,5.962,6.299999999999999,1,0
3449,3.43,1,0,0,0,0,5.5,6.18,0,0
4894,4.026,0,0,0,0,0,5.428,5.796,0,0
424,3.31,2,1,0,0,0,6.115,5.91,0,0
2623,4.228888888888889,1,0,0,1,0,5.972222222222222,6.696666666666666,4,0
1562,4.355,0,0,0,0,0,5.68,7.300000000000001,0,0
2914,3.9400000000000004,0,0,0,0,0,5.515000000000001,6.09,0,0
1068,3.43,0,0,0,0,0,5.5,6.18,0,0
614,3.7350000000000003,0,0,0,0,0,6.05,6.705,1,0
1435,3.782,0,0,0,0,0,5.279999999999999,5.922,0,0
2129,4.68,0,0,0,0,0,5.053333333333334,5.966666666666666,0,0
1546,3.43,0,0,0,0,0,5.5,6.18,0,0
336,5.55,0,0,0,1,0,4.96,4.3,0,1
5892,3.43,1,0,0,0,0,5.5,6.18,0,0
1913,3.8239999999999994,0,0,0,0,0,6.15,6.098000000000001,0,0
6323,5.36,1,0,0,0,0,5.92,8.0,1,0
2792,3.43,0,0,0,0,0,5.5,6.18,0,0
2361,3.24,1,0,0,0,0,5.78,6.82,0,0
5730,4.76,0,0,0,0,0,5.2,5.055,0,0
1786,3.1,1,0,0,0,0,5.734999999999999,5.43,0,0
4450,3.9,0,0,0,0,0,5.3825,6.5675,0,0
4287,3.285,0,0,0,0,0,5.675,5.734999999999999,0,0
3236,4.015000000000001,2,0,0,0,0,6.23,6.3525,1,0
6742,3.81,0,0,0,0,0,5.176666666666667,5.713333333333334,0,0
5472,4.4425,0,0,0,0,0,4.43125,3.4862499999999996,0,2
1279,5.365,1,0,0,0,0,6.529999999999999,7.1899999999999995,1,0
1728,4.06,0,0,0,0,0,5.293333333333334,6.233333333333333,0,0
2243,3.5980000000000003,1,0,0,0,0,5.897999999999999,5.904,0,0
1005,3.996,0,0,0,1,0,5.68,6.215999999999999,0,1
3515,4.715,0,0,0,0,0,5.475,6.550000000000001,0,0
6828,3.78,0,0,0,0,0,4.65,5.57,0,0
6596,3.5733333333333337,1,0,0,0,0,5.829999999999999,6.22,0,0
2649,3.83,0,1,0,0,0,5.373333333333332,5.846666666666667,1,1
5149,3.9057142857142857,0,0,0,0,0,4.808571428571428,4.587142857142857,0,1
2927,3.33,1,0,0,0,0,5.72,6.36,0,0
952,3.43,0,0,0,0,0,5.5,6.18,1,0
5501,3.55,0,0,0,0,0,5.859999999999999,6.135,0,0
479,4.345000000000001,1,0,0,0,0,5.26,5.6325,0,0
3644,3.3366666666666664,0,0,0,0,0,5.489999999999999,5.926666666666667,0,0
1262,3.0833333333333335,0,0,0,1,0,5.46,6.039999999999999,0,0
2452,3.6283333333333334,0,0,0,0,0,5.596666666666667,6.315,0,0
6332,4.23,1,0,0,0,0,5.858,6.337999999999999,1,0
7050,5.32,0,0,0,0,0,4.72,2.75,0,1
2750,3.473333333333333,1,0,0,1,0,5.4866666666666655,5.333333333333333,0,0
5831,3.313333333333334,0,0,0,0,0,5.63,5.593333333333334,0,0
4352,4.117,1,0,0,1,0,5.464,5.649,2,0
4348,3.876666666666667,0,0,0,1,0,6.203333333333333,6.71,1,0
3371,,1,0,0,0,0,,,0,0
6164,3.976,0,0,0,1,0,5.380000000000001,6.056,0,0
5011,4.33,0,0,0,0,0,6.12,5.05,1,0
208,4.095000000000001,2,0,0,0,0,6.395,6.77,0,0
4917,3.59375,0,0,0,0,0,5.425000000000001,5.578749999999999,0,1
2611,3.6033333333333335,1,0,0,0,0,5.446666666666666,5.323333333333333,0,0
2416,3.8600000000000008,1,0,0,0,0,6.303333333333334,6.026666666666667,1,0
4011,3.9633333333333334,1,0,0,1,0,5.31,5.563333333333333,0,0
6498,4.2225,0,0,0,0,0,5.1575,5.3500000000000005,0,1
235,4.007,1,0,0,1,0,6.023,5.279999999999999,1,0
2932,4.405,0,0,0,0,0,6.02,6.21,0,0
4200,3.8099999999999996,0,0,0,0,0,5.074999999999999,5.495,0,0
478,3.52,1,0,0,0,0,5.72,5.86,0,0
4837,3.143333333333333,0,0,0,0,0,5.11,6.0566666666666675,0,0
6673,4.5225,0,0,0,0,0,5.3149999999999995,5.515,1,0
387,3.9450000000000003,1,0,0,0,0,6.63,6.145,0,0
6170,4.0525,0,0,0,0,0,6.25,6.61,1,0
6628,3.43,1,0,0,1,0,5.5,6.18,0,0
906,3.465,0,0,0,0,0,5.6899999999999995,6.785,0,0
2387,5.515,0,0,0,0,0,5.835,6.455,0,0
5310,3.625,0,0,0,0,0,6.295,5.779999999999999,0,0
6874,3.8200000000000003,0,0,0,1,0,5.5,6.4399999999999995,0,0
6517,3.33,1,0,0,0,0,5.195,6.41,0,0
2468,3.813333333333334,0,0,0,0,0,5.823333333333333,6.456666666666667,0,0
1511,4.9,0,0,0,0,0,5.28,6.06,0,0
6053,4.0,1,0,0,1,0,5.855,4.9350000000000005,0,0
1287,3.64,1,0,0,1,0,6.066666666666666,6.19,0,0
4008,3.768333333333333,2,0,0,0,0,5.433333333333334,5.828333333333333,0,1
7165,3.9933333333333336,0,0,0,0,0,5.146666666666667,5.873333333333334,0,0
4078,4.113999999999999,1,0,0,0,0,5.537999999999999,4.416,0,2
735,3.785,0,0,0,0,0,6.075,6.84,1,0
35,3.768,0,0,0,0,0,5.7219999999999995,6.0280000000000005,2,0
1841,3.8100000000000005,0,0,0,0,0,6.25,6.97,1,0
3239,4.753333333333334,1,0,0,0,0,5.406666666666666,6.260000000000001,0,0
4176,3.7659999999999996,0,0,0,0,0,6.056,6.45,0,0
5258,3.085,0,0,0,0,0,5.555,6.75,0,0
1668,5.016666666666667,0,1,0,1,0,5.609999999999999,7.260000000000001,0,0
3604,3.5985714285714288,0,0,0,0,0,5.8100000000000005,5.912857142857143,0,0
3061,3.285,0,0,0,0,0,5.675,5.734999999999999,0,0
7132,4.025,0,0,0,1,0,5.895,6.91,0,0
5203,4.33,1,0,0,0,0,6.12,5.05,1,0
6117,4.723333333333334,0,0,0,0,0,5.363333333333333,5.126666666666666,0,1
1840,3.86,1,0,0,1,0,5.616666666666667,6.52,0,0
7125,3.9393749999999996,4,0,0,0,0,5.20875,5.61875,0,1
6301,4.117142857142857,2,0,0,0,0,5.930000000000001,6.04,1,0
2570,4.356,0,0,0,0,0,4.714,5.124,0,2
89,3.4050000000000002,1,0,0,0,0,5.465,6.25,0,0
1341,4.1775,0,0,0,0,0,5.67,5.3925,0,1
5551,3.6849999999999996,0,0,0,0,0,5.34,6.815,0,0
6808,4.5025,0,0,0,0,0,5.7075,6.3625,0,0
1907,3.5949999999999998,0,0,0,0,0,4.835,5.84,0,0
2518,3.4583333333333335,0,0,0,0,0,5.645,5.756666666666667,0,0
5978,4.774,0,0,0,0,0,6.168,6.122,1,1
6530,3.6420000000000003,0,0,0,0,0,5.74,6.326,1,0
5790,4.066666666666666,0,0,0,0,0,6.1066666666666665,6.096666666666667,0,0
392,5.0,1,0,0,1,0,7.28,7.67,1,0
5950,4.609999999999999,0,0,0,0,0,5.443333333333334,5.46,0,1
3065,4.405,1,0,0,0,0,5.41,5.8325,1,1
1582,3.43,0,0,0,0,0,5.5,6.18,0,0
3914,3.55,0,0,0,0,0,5.859999999999999,6.135,0,0
2330,2.6,0,0,0,0,0,5.5,6.28,1,0
1794,4.19,1,0,0,0,0,5.67,6.5,0,0
4236,3.92,0,0,0,1,0,4.76,6.8066666666666675,0,0
4110,3.285,0,0,0,0,0,6.355,6.9399999999999995,1,0
6934,4.113333333333333,0,0,0,0,0,4.930000000000001,4.493333333333333,0,1
6234,3.823333333333333,0,0,0,0,0,5.613333333333333,6.173333333333333,0,0
6794,3.3600000000000003,0,0,0,0,0,5.575,5.955,0,0
4507,4.53,0,0,0,0,0,5.8100000000000005,5.657500000000001,0,1
4911,3.958888888888889,0,0,0,0,0,5.533333333333334,5.387777777777778,0,1
3098,3.8825,0,0,0,0,0,5.7325,5.965,0,0
4851,2.965,0,0,0,0,0,5.165,5.755,0,0
4345,3.623333333333333,0,0,0,0,0,5.493333333333333,5.8133333333333335,0,1
5654,4.22,0,0,0,0,0,5.145,5.545,0,0
3459,4.46,0,0,0,0,0,4.551666666666667,4.691666666666666,0,1
6113,3.43,1,0,0,0,0,5.5,6.18,0,0
6835,3.665,0,0,0,0,0,4.64,6.755,0,0
5788,3.8950000000000005,1,0,0,0,0,5.470000000000001,5.8,0,0
3852,3.24,0,0,0,0,0,5.720000000000001,6.395,0,0
7039,5.305,0,0,0,0,0,3.9749999999999996,3.725,0,1
719,3.755,0,0,0,1,0,5.3025,6.225,0,0
